,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
4376,CDS,"product (imidazolonepropionase related amidohydrolase), EC_number (3.5.2.3), transl_table (11), protein_id (ref|YP_002517423.4||gnl|REF_bmbuc|CCNA_02050), note (CC_1972), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2197425,2198894,1469,2,18.17562968005446,10.21102791014295,18.17562968005446,18.17562968005446
4378,CDS,"product (imidazolonepropionase related amidohydrolase), EC_number (3.5.2.3), transl_table (11), protein_id (ref|YP_002517424.1||gnl|REF_bmbuc|CCNA_02051), note (CC_1973), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2198894,2200246,1352,1,15.0887573964497,15.0887573964497,15.0887573964497,15.0887573964497
4380,CDS,"product (topoisomerase IV subunit B), EC_number (5.6.2.2), transl_table (11), protein_id (ref|YP_002517425.1||gnl|REF_bmbuc|CCNA_02052), note (CC_1974), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2200445,2202532,2087,1,12.12266411116435,12.12266411116435,12.12266411116435,12.12266411116435
4403,CDS,"product (DNA repair protein recN), transl_table (11), protein_id (ref|YP_002517435.1||gnl|REF_bmbuc|CCNA_02062), note (CC_1983), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2211778,2213484,1706,2,20.8968347010551,20.8968347010551,72.09847596717468,72.09847596717468
4429,CDS,"product (peptidoglycan binding endopeptidase DipM), transl_table (11), protein_id (ref|YP_002517448.1||gnl|REF_bmbuc|CCNA_02075), note (CC_1996), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2225052,2226881,1829,2,41.38873701476216,10.03280481137233,41.38873701476216,41.38873701476216
4461,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517464.2||gnl|REF_bmbuc|CCNA_02091), note (CC_2012), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2239178,2240098,920,2,63.80434782608696,33.58695652173913,63.80434782608695,63.80434782608695
4469,CDS,"product (NAD/NADH-dependent eicosanoid dehydrogenase), transl_table (11), protein_id (ref|YP_002517468.1||gnl|REF_bmbuc|CCNA_02095), note (CC_2016), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2243761,2244786,1025,1,14.24390243902439,14.24390243902439,14.24390243902439,14.24390243902439
4483,CDS,"product (Type 1 glutamine amidotransferase domain protein), transl_table (11), protein_id (ref|YP_002517475.1||gnl|REF_bmbuc|CCNA_02102), note (CC_2023), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2251005,2252048,1043,1,13.61457334611697,13.61457334611697,13.61457334611697,13.61457334611697
4491,CDS,"product (TonB-dependent outer membrane receptor), transl_table (11), protein_id (ref|YP_002517479.1||gnl|REF_bmbuc|CCNA_02106), note (CC_2027), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2253663,2256422,2759,4,17.47009786154404,11.96085538238492,17.47009786154404,17.47009786154404
4493,CDS,"product (TolB protein precursor/tail-specific protease), EC_number (3.4.21.-), transl_table (11), protein_id (ref|YP_002517481.1||gnl|REF_bmbuc|CCNA_02108), note (CC_2028), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2256813,2258201,1388,1,10.87896253602305,10.87896253602305,10.87896253602305,10.87896253602305
4515,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517492.1||gnl|REF_bmbuc|CCNA_02119), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2269507,2270220,713,1,63.5343618513324,63.5343618513324,63.5343618513324,63.5343618513324
4517,CDS,"product (tetratricopeptide repeat family protein), transl_table (11), protein_id (ref|YP_002517493.2||gnl|REF_bmbuc|CCNA_02120), note (CC_2039), experiment (EXISTENCE:Ribosome profiling), ",2270198,2271166,968,1,41.94214876033057,41.94214876033057,41.94214876033058,41.94214876033058
4522,mobile_element,"mobile_element_type (insertion sequence:possible IS element), ",2274589,2275444,855,1,28.42105263157895,28.42105263157895,28.42105263157895,28.42105263157895
4526,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517497.1||gnl|REF_bmbuc|CCNA_02124), note (CC_2043), experiment (EXISTENCE:Ribosome profiling), ",2275567,2276028,461,1,13.66594360086768,13.66594360086768,13.66594360086768,13.66594360086768
4528,CDS,"product (polar development protein podJ), transl_table (11), protein_id (ref|YP_002517498.1||gnl|REF_bmbuc|CCNA_02125), note (CC_2045), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2276272,2279196,2924,1,8.344733242134064,8.344733242134064,8.344733242134064,8.344733242134064
4536,CDS,"product (acyl-CoA dehydrogenase, short-chain specific), EC_number (1.3.8.1), transl_table (11), protein_id (ref|YP_002517502.1||gnl|REF_bmbuc|CCNA_02129), note (CC_2050), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2282731,2283864,1133,1,21.09443954104148,21.09443954104148,21.09443954104148,21.09443954104148
4538,CDS,"product (pyruvate kinase), EC_number (2.7.1.40), transl_table (11), protein_id (ref|YP_002517503.1||gnl|REF_bmbuc|CCNA_02130), note (CC_2051), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2283929,2285359,1430,1,20.97902097902098,20.97902097902098,20.97902097902098,20.97902097902098
4540,CDS,"product (glucan 1,4-beta-glucosidase), EC_number (3.2.1.74), transl_table (11), protein_id (ref|YP_002517504.1||gnl|REF_bmbuc|CCNA_02131), note (CC_2052), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2285379,2287844,2465,1,4.908722109533469,4.908722109533469,4.908722109533469,4.908722109533469
4548,CDS,"product (6-phosphogluconolactonase), EC_number (3.1.1.31), transl_table (11), protein_id (ref|YP_002517508.1||gnl|REF_bmbuc|CCNA_02135), note (CC_2056), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2292072,2292770,698,1,19.62750716332378,19.62750716332378,19.62750716332378,19.62750716332378
4552,CDS,"product (PEP-TPR-repeat protein FssB), EC_number (3.2.1.4), transl_table (11), protein_id (ref|YP_002517510.1||gnl|REF_bmbuc|CCNA_02137), note (CC_2058), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2294518,2297394,2876,1,5.84144645340751,5.84144645340751,5.84144645340751,5.84144645340751
4558,CDS,"product (flagellar motor switch protein fliM), transl_table (11), protein_id (ref|YP_002517513.1||gnl|REF_bmbuc|CCNA_02140), note (CC_2061), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2298776,2299900,1124,1,18.23843416370107,18.23843416370107,18.23843416370107,18.23843416370107
4562,CDS,"product (flagellar basal-body rod protein flgF), transl_table (11), protein_id (ref|YP_002517515.1||gnl|REF_bmbuc|CCNA_02142), note (CC_2063), experiment (EXISTENCE:Ribosome profiling), ",2300772,2301509,737,1,23.33785617367707,23.33785617367707,23.33785617367707,23.33785617367707
4566,CDS,"product (flagella basal body P ring formation protein flgA), transl_table (11), protein_id (ref|YP_002517517.1||gnl|REF_bmbuc|CCNA_02144), note (CC_2065), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2302316,2303119,803,3,30.38605230386052,25.69530925695309,30.38605230386052,30.38605230386052
4578,CDS,"product (1-deoxy-D-xylulose 5-phosphate synthase), EC_number (2.2.1.7), transl_table (11), protein_id (ref|YP_002517522.1||gnl|REF_bmbuc|CCNA_02149), note (CC_2068), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2305334,2307256,1922,1,19.66701352757544,19.66701352757544,19.66701352757544,19.66701352757544
4588,CDS,"product (GCN5-related N-acetyltransferase), transl_table (11), protein_id (ref|YP_002517527.1||gnl|REF_bmbuc|CCNA_02154), note (CC_2073), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2310141,2310677,536,3,86.94029850746269,37.6865671641791,86.94029850746269,86.94029850746269
4596,CDS,"product (GT2 family glycosyltransferase), transl_table (11), protein_id (ref|YP_002517531.1||gnl|REF_bmbuc|CCNA_02158), note (CC_2077), ",2313968,2314924,956,1,44.24686192468619,44.24686192468619,44.24686192468619,44.24686192468619
4604,CDS,"product (TetR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002517534.1||gnl|REF_bmbuc|CCNA_02161), note (CC_2080), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2316227,2316895,668,1,34.73053892215569,34.73053892215569,34.73053892215569,34.73053892215569
4606,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517536.3||gnl|REF_bmbuc|CCNA_02163), note (CC_2081), experiment (EXISTENCE:Ribosome profiling), ",2317218,2318078,860,3,30.34883720930232,21.08527131782946,30.34883720930232,30.34883720930232
4610,CDS,"product (lysophospholipase), EC_number (3.1.-.-), transl_table (11), protein_id (ref|YP_002517538.1||gnl|REF_bmbuc|CCNA_02165), note (CC_2083), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2319266,2320324,1058,1,19.47069943289225,19.47069943289225,19.47069943289225,19.47069943289225
4618,CDS,"product (thioesterase superfamily protein), transl_table (11), protein_id (ref|YP_002517542.1||gnl|REF_bmbuc|CCNA_02169), note (CC_2087), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2322045,2322497,452,1,40.04424778761062,40.04424778761062,40.04424778761062,40.04424778761062
4628,CDS,"product (multidrug resistance efflux pump), transl_table (11), protein_id (ref|YP_002517547.1||gnl|REF_bmbuc|CCNA_02174), note (CC_2092), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2326862,2327866,1004,1,27.78884462151394,27.78884462151394,27.78884462151395,27.78884462151395
4636,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517550.1||gnl|REF_bmbuc|CCNA_02177), ",2328683,2328937,254,2,66.53543307086615,66.53543307086615,66.53543307086615,66.53543307086615
4640,CDS,"product (long-chain fatty acid transport protein precursor), transl_table (11), protein_id (ref|YP_002517552.1||gnl|REF_bmbuc|CCNA_02179), note (CC_2094), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2330137,2331435,1298,3,40.52388289676426,11.14535182331792,69.02927580893683,69.02927580893683
4648,CDS,"product (tRNA delta(2)-isopentenylpyrophosphate transferase), EC_number (2.5.1.75), transl_table (11), protein_id (ref|YP_002517556.2||gnl|REF_bmbuc|CCNA_02183), note (CC_2098), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2334262,2335152,890,1,53.25842696629214,53.25842696629214,53.25842696629213,53.25842696629213
4679,CDS,"product (fumarate hydratase), EC_number (4.2.1.2), transl_table (11), protein_id (ref|YP_002517567.1||gnl|REF_bmbuc|CCNA_02194), note (CC_2109), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2344537,2345928,1391,2,45.79439252336449,20.3450754852624,45.79439252336449,45.79439252336449
4685,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517570.1||gnl|REF_bmbuc|CCNA_02197), note (CC_2112), experiment (EXISTENCE:Ribosome profiling), ",2346873,2347463,590,1,24.40677966101695,24.40677966101695,24.40677966101695,24.40677966101695
4689,CDS,"product (methyltransferase), EC_number (2.1.1.-), transl_table (11), protein_id (ref|YP_002517572.1||gnl|REF_bmbuc|CCNA_02199), note (CC_2114), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2348573,2349316,743,1,27.86002691790041,27.86002691790041,27.8600269179004,27.8600269179004
4693,CDS,"product (nucleoside 2-deoxyribosyltransferase), transl_table (11), protein_id (ref|YP_002517574.1||gnl|REF_bmbuc|CCNA_02201), note (CC_2117), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2349785,2350345,560,2,85.0,29.19642857142857,85.0,85.0
4695,CDS,"product (YkwD-family protein), transl_table (11), protein_id (ref|YP_002517575.1||gnl|REF_bmbuc|CCNA_02202), note (CC_2118), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2350414,2351211,797,1,99.12170639899624,99.12170639899624,99.12170639899624,99.12170639899624
4699,CDS,"product (ketol-acid reductoisomerase/2-dehydropantoate 2-reductase), EC_number (1.1.1.86), transl_table (11), protein_id (ref|YP_002517577.1||gnl|REF_bmbuc|CCNA_02204), note (CC_2120), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2351931,2352950,1019,1,15.99607458292444,15.99607458292444,15.99607458292444,15.99607458292444
4701,CDS,"product (RcnB family protein), transl_table (11), protein_id (ref|YP_002517578.1||gnl|REF_bmbuc|CCNA_02205), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2353231,2354187,956,1,28.03347280334728,28.03347280334728,28.03347280334728,28.03347280334728
4707,CDS,"product (thymidylate synthase), EC_number (2.1.1.45), transl_table (11), protein_id (ref|YP_002517581.1||gnl|REF_bmbuc|CCNA_02208), note (CC_2124), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2355989,2356828,839,1,19.30870083432658,19.30870083432658,19.30870083432658,19.30870083432658
4729,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517592.3||gnl|REF_bmbuc|CCNA_02219), note (CC_2135), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2365451,2366239,788,1,28.55329949238579,28.55329949238579,28.55329949238579,28.55329949238579
4737,CDS,"product (5-methyltetrahydrofolate--homocysteine methyltransferase homocysteine-binding subunit), EC_number (2.1.1.13), transl_table (11), protein_id (ref|YP_002517595.1||gnl|REF_bmbuc|CCNA_02222), note (CC_2138), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2370800,2371876,1076,1,23.14126394052045,23.14126394052045,23.14126394052045,23.14126394052045
4755,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|YP_002517604.1||gnl|REF_bmbuc|CCNA_02231), note (CC_2148), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2377969,2379636,1667,1,7.678464307138571,7.678464307138571,7.678464307138572,7.678464307138572
4757,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002517605.1||gnl|REF_bmbuc|CCNA_02232), note (CC_2149), ",2379875,2382190,2315,1,6.868250539956803,6.868250539956803,6.868250539956803,6.868250539956803
4765,CDS,"product (SGNH hydrolase family protein), transl_table (11), protein_id (ref|YP_002517608.1||gnl|REF_bmbuc|CCNA_02235), note (CC_2152), ",2383642,2384997,1355,1,21.62361623616236,21.62361623616236,21.62361623616236,21.62361623616236
4767,CDS,"product (polysaccharide deacetylase family), transl_table (11), protein_id (ref|YP_002517609.1||gnl|REF_bmbuc|CCNA_02236), note (CC_2153), ",2385001,2385906,905,3,100.0,16.7219152854512,100.0,100.0
4769,CDS,"product (Dipeptidyl aminopeptidase), EC_number (3.4.14.11), transl_table (11), protein_id (ref|YP_002517610.1||gnl|REF_bmbuc|CCNA_02237), note (CC_2154), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2385974,2388190,2216,1,5.776173285198556,5.776173285198556,5.776173285198556,5.776173285198556
4773,CDS,"product (Peptidogalycan biosysnthesis/recognition protein), transl_table (11), protein_id (ref|YP_002517612.1||gnl|REF_bmbuc|CCNA_02239), note (CC_2156), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2388542,2389714,1172,1,19.7098976109215,19.7098976109215,19.7098976109215,19.7098976109215
4781,CDS,"product (D-alanyl-D-alanine serine-type carboxypeptidase CrbA), EC_number (3.4.16.4), transl_table (11), protein_id (ref|YP_002517616.1||gnl|REF_bmbuc|CCNA_02243), note (CC_2161), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2391809,2393164,1355,1,13.35793357933579,13.35793357933579,13.35793357933579,13.35793357933579
4787,CDS,"product (DnaJ domain protein), transl_table (11), protein_id (ref|YP_002517618.1||gnl|REF_bmbuc|CCNA_02245), note (CC_2164), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2394654,2395106,452,1,70.57522123893806,70.57522123893806,70.57522123893806,70.57522123893806
4799,CDS,"product (methylcrotonyl-CoA carboxylase biotin-containing subunit), EC_number (6.4.1.4), transl_table (11), protein_id (ref|YP_002517623.1||gnl|REF_bmbuc|CCNA_02250), note (CC_2168), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2397843,2399807,1964,1,12.42362525458248,12.42362525458248,12.42362525458248,12.42362525458248
4811,CDS,"product (isovaleryl-CoA dehydrogenase), EC_number (1.3.8.4), transl_table (11), protein_id (ref|YP_002517627.1||gnl|REF_bmbuc|CCNA_02254), note (CC_2172), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2404518,2405678,1160,1,12.1551724137931,12.1551724137931,12.1551724137931,12.1551724137931
4821,CDS,"product (lipoyl(octanoyl) transferase LipB), EC_number (2.3.1.-), transl_table (11), protein_id (ref|YP_002517631.3||gnl|REF_bmbuc|CCNA_02258), note (CC_2176), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2409393,2410118,725,2,40.55172413793103,40.55172413793103,40.55172413793103,40.55172413793103
4830,CDS,"product (laminin G domain protein), transl_table (11), protein_id (ref|YP_002517635.1||gnl|REF_bmbuc|CCNA_02262), note (CC_2180), ",2413447,2417358,3911,3,52.41626182562005,7.10815648171823,52.41626182562005,52.41626182562005
4845,CDS,"product (laminin G domain protein), transl_table (11), protein_id (ref|YP_002517641.1||gnl|REF_bmbuc|CCNA_02268), note (CC_2186), ",2420938,2421585,647,1,25.34775888717156,25.34775888717156,25.34775888717156,25.34775888717156
4849,CDS,"product (L-aminopeptidase/D-esterase dmpA), transl_table (11), protein_id (ref|YP_002517642.1||gnl|REF_bmbuc|CCNA_02269), note (CC_2187), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2421986,2422978,992,3,35.98790322580645,22.04301075268817,46.06854838709678,46.06854838709678
4881,CDS,"product (DNA-3-methyladenine glycosylase II), EC_number (3.2.2.21), transl_table (11), protein_id (ref|YP_002517657.1||gnl|REF_bmbuc|CCNA_02284), note (CC_2201), ",2434123,2434764,641,1,22.46489859594384,22.46489859594384,22.46489859594384,22.46489859594384
4895,CDS,"product (Acyltransferase 3 family protein), transl_table (11), protein_id (ref|YP_002517664.1||gnl|REF_bmbuc|CCNA_02291), note (CC_2208), ",2438351,2439589,1238,1,12.35864297253635,12.35864297253635,12.35864297253635,12.35864297253635
4897,CDS,"product (acetyltransferase), EC_number (2.3.1.-), transl_table (11), protein_id (ref|YP_002517665.1||gnl|REF_bmbuc|CCNA_02292), note (CC_2209), experiment (EXISTENCE:Ribosome profiling), ",2439791,2440519,728,2,54.67032967032966,30.01373626373626,54.67032967032967,54.67032967032967
4901,CDS,"product (argininosuccinate lyase), EC_number (4.3.2.1), transl_table (11), protein_id (ref|YP_002517667.1||gnl|REF_bmbuc|CCNA_02294), note (CC_2211), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2441149,2442567,1418,1,7.827926657263752,7.827926657263752,7.827926657263752,7.827926657263752
4903,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002517668.1||gnl|REF_bmbuc|CCNA_02295), note (CC_2212), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2442546,2442866,320,1,34.375,34.375,34.375,34.375
4905,CDS,"product (diaminopimelate decarboxylase), EC_number (4.1.1.20), transl_table (11), protein_id (ref|YP_002517669.1||gnl|REF_bmbuc|CCNA_02296), note (CC_2213), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2442876,2444141,1265,1,11.14624505928854,11.14624505928854,11.14624505928854,11.14624505928854
4911,CDS,"product (zinc-finger pilus regulatory protein ZitP), transl_table (11), protein_id (ref|YP_002517671.2||gnl|REF_bmbuc|CCNA_02298), note (CC_2215), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (gene is required for pilus biogenesis according to Mignolet, et al. eLife 2016;5:e18647 DOI: 10.7554/eLife.18647), db_xref (PDB:2NB9), ",2444803,2445762,959,1,23.46193952033368,23.46193952033368,23.46193952033368,23.46193952033368
4915,CDS,"product (cell division protein FtsX), transl_table (11), protein_id (ref|YP_002517673.1||gnl|REF_bmbuc|CCNA_02300), note (CC_2217), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2446525,2447418,893,3,52.51959686450169,28.55543113101903,52.51959686450168,52.51959686450168
4921,CDS,"product (cation transport protein chaC), transl_table (11), protein_id (ref|YP_002517676.1||gnl|REF_bmbuc|CCNA_02303), note (CC_2220), experiment (EXISTENCE:Ribosome profiling), ",2448736,2449281,545,1,13.21100917431193,13.21100917431193,13.21100917431193,13.21100917431193
4937,CDS,"product (glycosyl hydrolase, family 9), EC_number (3.2.1.91), transl_table (11), protein_id (ref|YP_002517683.1||gnl|REF_bmbuc|CCNA_02310), note (CC_2227), ",2455008,2456885,1877,3,44.4326052210975,23.93890960752975,44.4326052210975,44.4326052210975
4971,CDS,"product (ornithine carbamoyltransferase), EC_number (2.1.3.3), transl_table (11), protein_id (ref|YP_002517698.1||gnl|REF_bmbuc|CCNA_02325), note (CC_2242), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2466949,2467884,935,2,14.43850267379679,14.43850267379679,14.43850267379679,14.43850267379679
5006,CDS,"product (pentapeptide repeat-containing protein), transl_table (11), protein_id (ref|YP_002517715.1||gnl|REF_bmbuc|CCNA_02342), note (CC_2259), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",2481416,2482681,1265,1,10.11857707509881,10.11857707509881,10.11857707509881,10.11857707509881
5026,CDS,"product (xanthine dehydrogenase family protein molybdopterin-binding subunit), EC_number (1.2.5.2), transl_table (11), protein_id (ref|YP_002517725.1||gnl|REF_bmbuc|CCNA_02352), note (CC_2269), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2490617,2492791,2174,3,48.06807727690892,9.935602575896965,48.06807727690892,48.06807727690892
5030,CDS,"product (phosphohydrolase, MutT/nudix family protein), transl_table (11), protein_id (ref|YP_002517727.2||gnl|REF_bmbuc|CCNA_02354), note (CC_2271), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2493653,2494216,563,1,32.14920071047958,32.14920071047958,32.14920071047958,32.14920071047958
5050,CDS,"product (methyl-accepting chemotaxis protein), transl_table (11), protein_id (ref|YP_002517737.1||gnl|REF_bmbuc|CCNA_02364), note (CC_2281), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2502736,2505081,2345,1,9.296375266524521,9.296375266524521,9.296375266524521,9.296375266524521
5052,CDS,"product (glucoamylase), EC_number (3.2.1.3), transl_table (11), protein_id (ref|YP_002517738.1||gnl|REF_bmbuc|CCNA_02365), note (CC_2282), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2505205,2507520,2315,1,5.658747300215983,5.658747300215983,5.658747300215983,5.658747300215983
5056,CDS,"product (CelR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002517740.1||gnl|REF_bmbuc|CCNA_02367), note (CC_2284), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2509312,2510400,1088,1,15.0735294117647,15.0735294117647,15.07352941176471,15.07352941176471
5058,CDS,"product (alpha-glucosidase), EC_number (3.2.1.20), transl_table (11), protein_id (ref|YP_002517741.1||gnl|REF_bmbuc|CCNA_02368), note (CC_2285), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2510397,2512040,1643,1,13.26841144248326,13.26841144248326,13.26841144248326,13.26841144248326
5060,CDS,"product (alpha-amylase), EC_number (3.2.1.1), transl_table (11), protein_id (ref|YP_002517742.2||gnl|REF_bmbuc|CCNA_02369), note (CC_2286), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2512016,2513830,1814,1,5.512679162072767,5.512679162072767,5.512679162072767,5.512679162072767
5062,CDS,"product (TonB-dependent maltose outer membrane transporter malA), transl_table (11), protein_id (ref|YP_002517743.1||gnl|REF_bmbuc|CCNA_02370), note (CC_2287), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2514140,2516905,2765,1,8.209764918625678,8.209764918625678,8.209764918625678,8.209764918625678
5064,CDS,"product (tryptophan halogenase superfamily protein), transl_table (11), protein_id (ref|YP_002517744.2||gnl|REF_bmbuc|CCNA_02371), note (CC_2288), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2517092,2518606,1514,1,10.7001321003963,10.7001321003963,10.7001321003963,10.7001321003963
5067,mobile_element,"mobile_element_type (insertion sequence:IS511 family), ",2518730,2519995,1265,2,60.23715415019763,14.30830039525692,60.23715415019763,60.23715415019763
5069,CDS,"product (transposase), transl_table (11), protein_id (ref|YP_002517746.1||gnl|REF_bmbuc|CCNA_02373), note (CC_2290), ",2518748,2519674,926,1,16.09071274298056,16.09071274298056,16.09071274298056,16.09071274298056
5071,CDS,"product (transposase), transl_table (11), protein_id (ref|YP_002517747.1||gnl|REF_bmbuc|CCNA_02374), note (CC_2291), experiment (EXISTENCE:Ribosome profiling), ",2519668,2519934,266,1,80.07518796992481,80.07518796992481,80.07518796992481,80.07518796992481
5089,CDS,"product (M23 family membrane peptidase LdpC), transl_table (11), protein_id (ref|YP_002517755.1||gnl|REF_bmbuc|CCNA_02382), note (CC_2297), experiment (EXISTENCE:Ribosome profiling), experiment (lytM-family Ldp gene functions are characterized in Zielinska, et al (2017). doi:10.1111/mmi.13775), ",2524178,2525074,896,4,45.20089285714285,28.04129464285715,45.20089285714285,45.20089285714285
5091,CDS,"product (alpha/beta hydrolase family protein), EC_number (3.1.1.3), transl_table (11), protein_id (ref|YP_002517756.1||gnl|REF_bmbuc|CCNA_02383), note (CC_2298), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",2525071,2525940,869,2,20.82853855005754,19.44764096662831,20.82853855005754,20.82853855005754
5121,CDS,"product (GST / metaxin-like protein), transl_table (11), protein_id (ref|YP_002517769.2||gnl|REF_bmbuc|CCNA_02396), note (CC_2311), experiment (EXISTENCE:Ribosome profiling), ",2538661,2539389,728,1,35.02747252747253,35.02747252747253,35.02747252747253,35.02747252747253
