,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
4060,CDS,"product (acyl-CoA dehydrogenase FadE17), transl_table (11), protein_id (ref|NP_216450.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2184959,2186188,1229,1,7.485760781122865,7.485760781122865,7.485760781122864,7.485760781122864
4076,CDS,"product (toxin MazF5), transl_table (11), protein_id (ref|NP_216458.1|), note (part of toxin-antitoxin (TA) operon with Rv1943c), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2194644,2194973,329,1,41.94528875379939,41.94528875379939,41.94528875379939,41.94528875379939
4121,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_216480.1|), note (part of mce3 operon and member of YrbE family), ",2207700,2208497,797,1,21.58092848180678,21.58092848180678,21.58092848180678,21.58092848180678
4123,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_216481.1|), note (part of mce3 operon and member of YrbE family), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2208507,2209322,815,2,18.40490797546012,18.34355828220859,18.40490797546012,18.40490797546012
4125,CDS,"product (Mce family protein Mce3A), transl_table (11), protein_id (ref|YP_177852.1|), note (belongs to 24-membered Mycobacterium tuberculosis Mce protein family), ",2209327,2210604,1277,1,11.27642913077525,11.27642913077525,11.27642913077525,11.27642913077525
4129,CDS,"product (Mce family protein Mce3C), transl_table (11), protein_id (ref|NP_216484.1|), note (belongs to 24-membered Mycobacterium tuberculosis Mce protein family), ",2211626,2212858,1232,2,72.40259740259741,24.43181818181818,72.40259740259741,72.40259740259741
4157,CDS,"product (ribonuclease VapC36), transl_table (11), protein_id (ref|NP_216498.1|), note (toxin, part of toxin-antitoxin (TA) operon with Rv1982A,contains PIN domain), ",2225413,2225832,419,1,22.67303102625298,22.67303102625298,22.67303102625298,22.67303102625298
4161,CDS,"product (PE-PGRS family protein PE_PGRS35), transl_table (11), protein_id (ref|YP_177854.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00141), ",2226244,2227920,1676,4,48.29952267303103,26.34248210023866,60.14319809069212,60.14319809069212
4173,CDS,"product (23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)), transl_table (11), protein_id (ref|NP_216504.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), inference (protein motif:PROSITE:PS00092), ",2231680,2232219,539,1,63.07977736549165,63.07977736549165,63.07977736549165,63.07977736549165
4199,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216516.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2245209,2246822,1613,1,11.71729696218227,11.71729696218227,11.71729696218227,11.71729696218227
4224,mobile_element,"note (IS1607, len: 1228 nt. Vestigial Insertion sequence element, IS1607.), mobile_element_type (insertion sequence:IS1607), ",2260443,2261670,1227,1,65.36267318663407,65.36267318663407,65.36267318663407,65.36267318663407
4226,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216531.1|), experiment (EXISTENCE:Mass spectrometry[PMID:14595687]), ",2261816,2263072,1256,4,33.67834394904459,23.94506369426751,33.67834394904459,33.67834394904459
4246,CDS,"product (cation efflux system protein), transl_table (11), protein_id (ref|NP_216541.1|), experiment (DESCRIPTION:Gene expression[PMID:17726022]), ",2270750,2271748,998,1,15.13026052104209,15.13026052104209,15.13026052104208,15.13026052104208
4270,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_216553.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2282747,2283721,974,2,18.78850102669405,18.63449691991786,18.78850102669405,18.78850102669405
4288,CDS,"product (lipoprotein LppI), transl_table (11), protein_id (ref|NP_216562.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00013), ",2291269,2291925,656,3,68.4451219512195,40.95528455284553,68.4451219512195,68.4451219512195
4292,CDS,"product (polyketide synthase), transl_table (11), protein_id (ref|NP_216564.2|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00012), inference (protein motif:PROSITE:PS00343), inference (protein motif:PROSITE:PS00606), ",2294531,2306986,12455,16,75.76073865917303,7.349458048976315,81.47731834604576,81.47731834604576
4300,CDS,"product (polyprenol-monophosphomannose synthase), transl_table (11), protein_id (ref|NP_216567.1|), note (Transfers mannose from GDP-Mannose to all endogenous polyprenol-phosphates in Mycobacterium tuberculosis), experiment (DESCRIPTION:Gene expression[PMID:11931640]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2308131,2310755,2624,1,24.96189024390244,24.96189024390244,24.96189024390244,24.96189024390244
4302,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216568.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2310913,2312517,1604,1,11.22194513715711,11.22194513715711,11.22194513715711,11.22194513715711
4310,CDS,"product (30S ribosomal protein S14), transl_table (11), protein_id (ref|NP_216572.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2314354,2314659,305,1,50.1639344262295,50.1639344262295,50.16393442622951,50.16393442622951
4316,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216575.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2315174,2316709,1535,1,15.83061889250815,15.83061889250815,15.83061889250814,15.83061889250814
4322,CDS,"product (cobalamin biosynthesis protein CobN), transl_table (11), protein_id (ref|NP_216578.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2317169,2320753,3584,1,4.8828125,4.8828125,4.8828125,4.8828125
4332,CDS,"product (bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase), transl_table (11), protein_id (ref|NP_216582.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2323175,2324701,1526,1,7.601572739187418,7.601572739187418,7.601572739187418,7.601572739187418
4338,CDS,"product (ECF RNA polymerase sigma factor SigC), transl_table (11), protein_id (ref|NP_216585.1|), note (ECF subfamily), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:16735723]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), experiment (EXISTENCE:Protein crystalography[PMID:17145760]), ",2326944,2327501,557,1,27.46858168761221,27.46858168761221,27.46858168761221,27.46858168761221
4344,CDS,"product (precorrin-6Y C(5,15)-methyltransferase), transl_table (11), protein_id (ref|NP_216588.1|), note (decarboxylating), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2328974,2330146,1172,1,19.28327645051194,19.28327645051194,19.28327645051194,19.28327645051194
4365,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_216597.1|), ",2338065,2338505,440,1,32.27272727272727,32.27272727272727,32.27272727272727,32.27272727272727
4367,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216598.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2338709,2340874,2165,10,70.30023094688221,35.85219399538106,70.30023094688222,70.30023094688222
4369,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216599.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2340871,2341815,944,2,54.8728813559322,38.82415254237288,54.8728813559322,54.8728813559322
4380,CDS,"product (dipeptidase PepE), transl_table (11), protein_id (ref|NP_216605.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00491), ",2346197,2347324,1127,1,8.16326530612245,8.16326530612245,8.16326530612245,8.16326530612245
4384,CDS,"product (membrane protein), transl_table (11), protein_id (ref|NP_216607.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2348558,2349292,734,1,27.9291553133515,27.9291553133515,27.9291553133515,27.9291553133515
4394,CDS,"product (proteasome accessory factor B), transl_table (11), protein_id (ref|NP_216612.1|), experiment (DESCRIPTION:Gene expression, mutation analysis, protein purification and characterization[PMID:17277063]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2354312,2355310,998,1,17.03406813627254,17.03406813627254,17.03406813627254,17.03406813627254
4396,CDS,"product (proteasome accessory factor PafA), transl_table (11), protein_id (ref|NP_216613.1|), note (Belongs to the carboxylate amine/ammonia ligase family.), experiment (DESCRIPTION:Gene expression, mutation analysis, protein purification and characterization[PMID:17277063]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2355319,2356677,1358,1,12.96023564064801,12.96023564064801,12.96023564064801,12.96023564064801
4398,misc_feature,"pseudo, note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), pseudogene (unknown), ",2356729,2358033,1304,9,100.0,60.04601226993865,100.0,100.0
4402,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216616.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2358389,2360041,1652,5,38.19612590799031,30.72639225181598,38.19612590799031,38.19612590799031
4406,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216618.1|), inference (protein motif:PROSITE:PS00017), ",2363391,2364107,716,1,46.50837988826816,46.50837988826816,46.50837988826816,46.50837988826816
4437,CDS,"product (lipoprotein LppK), transl_table (11), protein_id (ref|NP_216632.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00013), ",2376571,2377140,569,1,31.28295254833041,31.28295254833041,31.2829525483304,31.2829525483304
4445,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_216636.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2379245,2379727,482,2,39.00414937759336,38.90041493775934,39.00414937759336,39.00414937759336
4453,CDS,"product (methionine synthase), transl_table (11), protein_id (ref|NP_216640.1|), note (MetH, 5-methyltetrahydrofolate--homocysteine methyltransferase MetH), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00178), ",2382489,2386067,3578,3,9.754052543320292,5.422023476802683,9.75405254332029,9.75405254332029
4455,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216641.1|), ",2386293,2387171,878,2,62.1867881548975,62.1867881548975,62.18678815489749,62.18678815489749
4457,CDS,"product (PE-PGRS family protein PE_PGRS37), transl_table (11), protein_id (ref|YP_177862.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2387202,2387972,770,6,97.01298701298701,52.61904761904762,97.01298701298701,97.01298701298701
4465,CDS,"product (cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase), transl_table (11), protein_id (ref|NP_216646.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (DESCRIPTION:Protein purification and characterization[PMID:12033919]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2391215,2392459,1244,1,13.5048231511254,13.5048231511254,13.5048231511254,13.5048231511254
4473,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216650.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2394650,2395237,587,1,27.93867120954003,27.93867120954003,27.93867120954003,27.93867120954003
4495,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216659.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2402977,2404035,1058,1,20.03780718336484,20.03780718336484,20.03780718336484,20.03780718336484
4497,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_216660.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), ",2404165,2404521,356,3,76.40449438202246,59.17602996254681,76.40449438202248,76.40449438202248
4499,CDS,"product (cell wall synthesis protein Wag31), transl_table (11), protein_id (ref|NP_216661.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (DESCRIPTION:Gene expression, mutation analysis, protein localization[PMID:18310019]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2404616,2405398,782,1,16.62404092071611,16.62404092071611,16.62404092071611,16.62404092071611
4511,CDS,"product (cell division protein FtsQ), transl_table (11), protein_id (ref|NP_216667.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:15952732]), ",2409697,2410641,944,1,27.4364406779661,27.4364406779661,27.4364406779661,27.4364406779661
4517,CDS,"product (lipid II flippase FtsW), transl_table (11), protein_id (ref|NP_216670.1|), ",2413348,2414922,1574,2,22.4269377382465,20.67979669631512,22.4269377382465,22.4269377382465
4521,CDS,"product (phospho-N-acetylmuramoyl-pentappeptidetransferase), transl_table (11), protein_id (ref|NP_216672.1|), ",2416396,2417475,1079,1,11.58480074142725,11.58480074142725,11.58480074142725,11.58480074142725
4523,CDS,"product (UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase), transl_table (11), protein_id (ref|NP_216673.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2417472,2419004,1532,4,100.0,17.81984334203655,100.0,100.0
4525,CDS,"product (UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase), transl_table (11), protein_id (ref|NP_216674.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2419001,2420608,1607,2,33.54075917859365,22.89981331673926,33.54075917859365,33.54075917859365
4527,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216675.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2420631,2421665,1034,1,34.23597678916828,34.23597678916828,34.23597678916828,34.23597678916828
4528,gene,"locus_tag (Rv2160c), pseudo, pseudogene (unknown), db_xref (GeneID:886254), ",2421662,2422278,616,1,61.52597402597403,61.52597402597403,61.52597402597402,61.52597402597402
4530,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216677.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2422271,2423137,866,1,62.12471131639723,62.12471131639723,62.12471131639723,62.12471131639723
4532,CDS,"product (PE-PGRS family protein PE_PGRS38), transl_table (11), protein_id (ref|YP_177865.1|), note (Member of M. tuberculosis PE_PGRS family. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2423240,2424838,1598,14,77.34668335419273,54.7112462006079,77.34668335419273,77.34668335419273
4534,CDS,"product (penicillin-binding membrane protein PbpB), transl_table (11), protein_id (ref|NP_216679.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00017), ",2425048,2427087,2039,1,8.435507601765572,8.435507601765572,8.435507601765572,8.435507601765572
4536,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216680.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), ",2427084,2428238,1154,3,46.01386481802427,15.71346042749856,46.01386481802427,46.01386481802427
4540,CDS,"product (transcriptional regulator MraZ), transl_table (11), protein_id (ref|NP_216682.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2429427,2429858,431,1,21.57772621809745,21.57772621809745,21.57772621809745,21.57772621809745
4553,CDS,"product (geranylgeranyl pyrophosphate synthetase IdsA), transl_table (11), protein_id (ref|NP_216689.1|), note (ggppsase (GGPP synthetase) (geranylgeranyl diphosphate synthase)), inference (protein motif:PROSITE:PS00444), inference (protein motif:PROSITE:PS00723), ",2434847,2435905,1058,1,22.96786389413989,22.96786389413989,22.96786389413989,22.96786389413989
4571,CDS,"product (alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase), transl_table (11), protein_id (ref|NP_216697.1|), note (Polyprenol-phosphate-mannose-dependent), experiment (DESCRIPTION:Gene expression[PMID:16945913]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2443302,2444585,1283,3,14.30241621200312,13.69186801766693,56.50818394388153,56.50818394388153
4585,CDS,"product (alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase), transl_table (11), protein_id (ref|NP_216704.2|), note (GDP-mannose-dependent), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:19395496]), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2449993,2451150,1157,1,10.28522039757995,10.28522039757995,10.28522039757995,10.28522039757995
4591,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216707.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2453819,2455756,1937,2,47.90913784202375,8.053691275167786,47.90913784202375,47.90913784202375
4593,CDS,"product (anthranilate phosphoribosyltransferase), transl_table (11), protein_id (ref|NP_216708.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (DESCRIPTION:Gene expression, protein crystalization[PMID:16337227]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2455631,2456743,1112,3,57.82374100719424,17.65587529976019,98.47122302158273,98.47122302158273
4620,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216721.2|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2469387,2470463,1076,3,63.38289962825279,56.13382899628252,63.38289962825279,63.38289962825279
4628,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_216725.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2473400,2474938,1538,1,14.7594278283485,14.7594278283485,14.7594278283485,14.7594278283485
4640,CDS,"product (pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase), transl_table (11), protein_id (ref|NP_216731.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:16045627]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2481965,2483626,1661,1,7.224563515954245,7.224563515954245,7.224563515954245,7.224563515954245
4648,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_216735.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2486235,2486987,752,2,34.97340425531915,34.17553191489362,34.97340425531915,34.97340425531915
4654,CDS,"product ([glutamate--ammonia-ligase] adenylyltransferase), transl_table (11), protein_id (ref|NP_216737.1|), note (glutamine-synthetase adenylyltransferase), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2489369,2492353,2984,1,13.90750670241287,13.90750670241287,13.90750670241287,13.90750670241287
4656,CDS,"product (glutamine synthetase), transl_table (11), protein_id (ref|NP_216738.1|), note (glnA2,glutamine synthetase class II), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2492402,2493742,1340,1,13.05970149253731,13.05970149253731,13.05970149253731,13.05970149253731
4667,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216742.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2498832,2500373,1541,1,19.33809214795587,19.33809214795587,19.33809214795587,19.33809214795587
4675,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216745.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2502735,2503472,737,1,23.47354138398914,23.47354138398914,23.47354138398914,23.47354138398914
4709,CDS,"product (malonyl CoA-acyl carrier protein transacylase), transl_table (11), protein_id (ref|NP_216759.1|), note (malonyl CoA:ACPM acyltransferase (MCT)), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:11373295]), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2516787,2517695,908,1,30.94713656387665,30.94713656387665,30.94713656387665,30.94713656387665
4715,CDS,"product (3-oxoacyl-ACP synthase 1), transl_table (11), protein_id (ref|NP_216761.1|), note (beta-ketoacyl-ACP synthase (KAS I); belongs to the fas-II system, which utilizes primarily palmitoyl-ACP rather than short-chain acyl-ACP primers.), experiment (DESCRIPTION:Protein purification and characterization[PMID:11600501]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2518115,2519365,1250,1,11.28,11.28,11.28,11.28
4719,CDS,"product (acetyl-/propionyl-CoA carboxylase subunit beta), transl_table (11), protein_id (ref|NP_216763.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2520743,2522164,1421,2,15.44686840253343,15.44686840253343,62.20971147079521,62.20971147079521
4725,CDS,"product (glycerol-3-phosphate dehydrogenase), transl_table (11), protein_id (ref|NP_216765.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2523241,2524791,1550,1,12.25806451612903,12.25806451612903,12.25806451612903,12.25806451612903
4739,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216772.1|), ",2529341,2529874,533,1,62.85178236397748,62.85178236397748,62.85178236397748,62.85178236397748
4741,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216773.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2530004,2530822,818,1,34.71882640586797,34.71882640586797,34.71882640586797,34.71882640586797
4747,repeat_region,"note (53 bp Mycobacterial Interspersed Repetitive Unit,Class II), ",2532057,2532109,52,1,100.0,100.0,100.0,100.0
4754,gene,"locus_tag (Rv2261c), pseudo, pseudogene (unknown), db_xref (GeneID:887455), ",2534042,2535552,1510,3,60.66225165562914,40.39735099337748,60.66225165562914,60.66225165562914
4758,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216780.1|), inference (protein motif:PROSITE:PS00343), ",2536572,2538350,1778,3,46.962879640045,28.19647544056993,46.962879640045,46.962879640045
4819,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216809.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2564292,2565032,740,1,28.10810810810811,28.10810810810811,28.10810810810811,28.10810810810811
4835,CDS,"product (cutinase), transl_table (11), protein_id (ref|NP_216817.2|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00095), ",2573015,2573707,692,1,24.42196531791907,24.42196531791907,24.42196531791907,24.42196531791907
4843,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216821.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2575809,2577098,1289,1,13.033359193173,13.033359193173,13.033359193173,13.033359193173
4856,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009030038.1|), ",2581145,2581477,332,1,51.50602409638554,51.50602409638554,51.50602409638554,51.50602409638554
4868,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216829.1|), ",2585052,2585906,854,1,27.04918032786885,27.04918032786885,27.04918032786885,27.04918032786885
4890,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_216842.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), inference (protein motif:PROSITE:PS00211), ",2597854,2599947,2093,2,47.10941232680363,12.32680363115146,47.10941232680363,47.10941232680363
4892,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216843.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2599988,2600479,491,1,58.85947046843177,58.85947046843177,58.85947046843177,58.85947046843177
4914,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216853.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",2611869,2612987,1118,1,14.40071556350626,14.40071556350626,14.40071556350626,14.40071556350626
4920,CDS,"product (PE-PGRS family protein PE_PGRS39), transl_table (11), protein_id (ref|YP_177869.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",2617667,2618908,1241,3,72.76390008058019,42.38517324738115,72.76390008058017,72.76390008058017
4930,CDS,"product (deoxyguanosine triphosphate triphosphohydrolase), transl_table (11), protein_id (ref|NP_216860.1|), note (Dgt (dGTPase) (dGTP triphosphohydrolase)), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2622457,2623752,1295,1,14.20849420849421,14.20849420849421,14.20849420849421,14.20849420849421
4938,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_216864.1|), ",2626654,2626980,326,1,84.3558282208589,84.3558282208589,84.3558282208589,84.3558282208589
4940,CDS,"product (phospholipase C), transl_table (11), protein_id (ref|NP_216865.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2627172,2628698,1526,1,9.764089121887288,9.764089121887288,9.764089121887286,9.764089121887286
4942,CDS,"product (membrane-associated phospholipase B), transl_table (11), protein_id (ref|NP_216866.1|), experiment (DESCRIPTION:Gene expression[PMID:8757862]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",2628781,2630319,1538,1,10.92327698309493,10.92327698309493,10.92327698309493,10.92327698309493
