,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
4945,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251021.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2572805,2573365,560,1,24.10714285714286,24.10714285714286,24.10714285714286,24.10714285714286
4954,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|NP_251025.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2577150,2579519,2369,4,27.14225411566062,11.68214436471085,27.14225411566062,27.14225411566062
4958,CDS,"product (transcriptional regulator MtlR), transl_table (11), protein_id (ref|NP_251027.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2581034,2581939,905,1,9.94475138121547,9.94475138121547,9.94475138121547,9.94475138121547
4960,CDS,"product (maltose/mannitol ABC transporter substrate-binding protein), transl_table (11), protein_id (ref|NP_251028.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2582097,2583407,1310,2,36.6412213740458,30.22900763358778,36.6412213740458,36.6412213740458
4966,CDS,"product (maltose ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_251031.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2585299,2586411,1112,2,40.19784172661871,28.59712230215828,40.19784172661871,40.19784172661871
4968,CDS,"product (mannitol dehydrogenase), transl_table (11), protein_id (ref|NP_251032.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2586434,2587909,1475,1,10.98305084745763,10.98305084745763,10.98305084745763,10.98305084745763
4970,CDS,"product (xylulose kinase), transl_table (11), protein_id (ref|NP_251033.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2587906,2589414,1508,1,65.51724137931035,65.51724137931035,65.51724137931035,65.51724137931035
4972,CDS,"product (fructokinase), transl_table (11), protein_id (ref|NP_251034.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2589455,2590387,932,2,25.85836909871245,25.16094420600859,25.85836909871245,25.85836909871245
4976,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251036.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2592084,2593319,1235,1,10.04048582995951,10.04048582995951,10.04048582995951,10.04048582995951
4978,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251037.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2593330,2594547,1217,1,38.78389482333608,38.78389482333608,38.78389482333607,38.78389482333607
4980,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251038.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2594565,2595953,1388,1,56.41210374639769,56.41210374639769,56.4121037463977,56.4121037463977
4982,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251039.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2595985,2596779,794,2,17.38035264483627,17.38035264483627,17.38035264483627,17.38035264483627
4988,CDS,"product (glycerophosphoryl diester phosphodiesterase), transl_table (11), protein_id (ref|NP_251042.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2598700,2599827,1127,1,37.00088731144632,37.00088731144632,37.00088731144632,37.00088731144632
4994,CDS,"product (FMNH2-dependent monooxygenase), transl_table (11), protein_id (ref|NP_251045.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2602346,2603530,1184,1,30.48986486486486,30.48986486486486,30.48986486486486,30.48986486486486
4996,CDS,"product (methanesulfonate monooxygenase), transl_table (11), protein_id (ref|NP_251046.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",2603560,2604705,1145,1,14.75982532751092,14.75982532751092,14.75982532751092,14.75982532751092
5014,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251055.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2614893,2615438,545,1,36.3302752293578,36.3302752293578,36.3302752293578,36.3302752293578
5022,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251059.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2617938,2619731,1793,2,80.87005019520358,23.67540435025098,80.87005019520358,80.87005019520358
5024,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251060.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2619695,2620711,1016,2,79.7244094488189,23.86811023622047,79.7244094488189,79.7244094488189
5032,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251065.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2626780,2627175,395,1,72.15189873417721,72.15189873417721,72.15189873417721,72.15189873417721
5038,CDS,"product (aldehyde dehydrogenase), transl_table (11), protein_id (ref|NP_251068.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2629916,2632231,2315,4,27.04103671706263,7.634989200863931,27.04103671706264,27.04103671706264
5042,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251070.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2632963,2633199,236,1,77.11864406779661,77.11864406779661,77.11864406779661,77.11864406779661
5088,CDS,"product (pyoverdine biosynthesis protein PvdJ), transl_table (11), protein_id (ref|NP_251090.2|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",2665156,2671629,6473,3,14.95442607755291,11.21066996240795,14.95442607755291,14.95442607755291
5091,CDS,"product (peptide synthase), transl_table (11), protein_id (ref|NP_251092.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2671729,2687178,15449,3,6.803029322286232,5.230111981358017,6.803029322286232,6.803029322286232
5095,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251094.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2688705,2689244,539,3,58.99814471243042,51.14409400123686,58.99814471243042,58.99814471243042
5099,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251096.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2689567,2690127,560,2,100.0,100.0,100.0,100.0
5105,CDS,"product (ABC transporter permease), transl_table (11), protein_id (ref|NP_251099.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2691862,2692767,905,2,19.77900552486188,19.28176795580111,19.77900552486188,19.77900552486188
5107,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251100.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2692764,2693681,917,1,45.14721919302072,45.14721919302072,45.14721919302072,45.14721919302072
5113,CDS,"product (diaminobutyrate--2-oxoglutarate aminotransferase), EC_number (2.6.1.76), transl_table (11), protein_id (ref|NP_251103.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",2694842,2696251,1409,3,34.81192334989354,15.70854033593565,61.88786373314407,61.88786373314407
5115,CDS,"product (L-sorbosone dehydrogenase), transl_table (11), protein_id (ref|NP_251104.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2696430,2697749,1319,1,11.97877179681577,11.97877179681577,11.97877179681577,11.97877179681577
5125,CDS,"product (hydrolase), transl_table (11), protein_id (ref|NP_251109.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2702164,2702844,680,1,32.64705882352941,32.64705882352941,32.64705882352941,32.64705882352941
5127,CDS,"product (porin), transl_table (11), protein_id (ref|NP_251110.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2702926,2704344,1418,1,57.6163610719323,57.6163610719323,57.6163610719323,57.6163610719323
5135,CDS,"product (peptide synthase), transl_table (11), protein_id (ref|NP_251114.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",2707666,2720694,13028,3,1.563299559922219,1.563299559922219,37.73411114522567,37.73411114522567
5144,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251117.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2722755,2723222,467,1,32.54817987152035,32.54817987152035,32.54817987152034,32.54817987152034
5152,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251121.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2725967,2728141,2174,1,13.66145354185833,13.66145354185833,13.66145354185833,13.66145354185833
5160,CDS,"product (cation-transporting P-type ATPase), transl_table (11), protein_id (ref|NP_251125.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2730518,2732503,1985,1,8.110831234256926,8.110831234256926,8.110831234256928,8.110831234256928
5172,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251130.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2737882,2738844,962,1,60.6029106029106,60.6029106029106,60.6029106029106,60.6029106029106
5180,CDS,"product (serine hydroxymethyltransferase), EC_number (2.1.2.1), transl_table (11), protein_id (ref|NP_251134.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2742401,2743657,1256,3,49.20382165605096,34.28874734607218,49.20382165605096,49.20382165605096
5182,CDS,"product (glycine dehydrogenase), EC_number (1.4.4.2), transl_table (11), protein_id (ref|NP_251135.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2743800,2746679,2879,2,10.21187912469608,10.21187912469608,56.61688086141021,56.61688086141021
5193,gene,"locus_tag (PA2451), pseudo, pseudogene (unknown), db_xref (GeneID:882922), ",2752866,2754445,1579,2,22.67257758074731,22.67257758074731,22.67257758074731,22.67257758074731
5201,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251147.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2756918,2757898,980,6,58.57142857142858,46.25850340136054,58.57142857142857,58.57142857142857
5211,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251152.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2761921,2778804,16883,2,2.499555766155305,2.499555766155305,47.40271278801161,47.40271278801161
5218,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251154.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2780927,2781451,524,1,29.00763358778626,29.00763358778626,29.00763358778626,29.00763358778626
5220,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251155.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2781498,2782646,1148,1,10.801393728223,10.801393728223,10.801393728223,10.801393728223
5232,CDS,"product (gentisate 1,2-dioxygenase), transl_table (11), protein_id (ref|NP_251160.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2788011,2789072,1061,1,45.90009425070688,45.90009425070688,45.90009425070688,45.90009425070688
5235,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251161.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2789085,2789783,698,1,41.83381088825215,41.83381088825215,41.83381088825215,41.83381088825215
5237,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_251162.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2789861,2791207,1346,1,12.10995542347697,12.10995542347697,12.10995542347697,12.10995542347697
5239,CDS,"product (glutathione S-transferase), transl_table (11), protein_id (ref|NP_251163.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2791220,2791864,644,1,33.22981366459628,33.22981366459628,33.22981366459627,33.22981366459627
5257,CDS,"product (cytochrome C), transl_table (11), protein_id (ref|NP_251172.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2800782,2801435,653,2,54.67075038284839,53.90505359877488,54.67075038284839,54.67075038284839
5263,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251175.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2803345,2803623,278,1,85.97122302158273,85.97122302158273,85.97122302158273,85.97122302158273
5269,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251178.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2804230,2804994,764,3,88.08900523560209,37.95811518324607,88.08900523560209,88.08900523560209
5275,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|NP_251181.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2806350,2807369,1019,1,13.83709519136408,13.83709519136408,13.83709519136408,13.83709519136408
5288,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251187.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2815341,2816219,878,1,24.4874715261959,24.4874715261959,24.4874715261959,24.4874715261959
5292,CDS,"product (deaminase), transl_table (11), protein_id (ref|NP_251189.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2816997,2817452,455,1,32.96703296703296,32.96703296703296,32.96703296703296,32.96703296703296
5294,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_251190.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2817449,2818675,1226,1,17.78140293637847,17.78140293637847,17.78140293637847,17.78140293637847
5308,CDS,"product (catechol 1,2-dioxygenase), transl_table (11), protein_id (ref|NP_251197.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2824659,2825591,932,1,26.28755364806867,26.28755364806867,26.28755364806867,26.28755364806867
5318,CDS,"product (anthranilate dioxygenase large subunit), transl_table (11), protein_id (ref|NP_251202.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2829440,2830834,1394,2,14.41893830703013,14.41893830703013,14.41893830703013,14.41893830703013
5324,CDS,"product (1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase), EC_number (1.3.1.25), transl_table (11), protein_id (ref|NP_251205.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2832369,2833130,761,2,33.24572930354796,33.24572930354796,33.24572930354796,33.24572930354796
5346,CDS,"product (resistance-nodulation-cell division (RND) efflux transporter), transl_table (11), protein_id (ref|NP_251216.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2847776,2850886,3110,1,7.29903536977492,7.29903536977492,7.29903536977492,7.29903536977492
5348,CDS,"product (resistance-nodulation-cell division (RND) efflux transporter), transl_table (11), protein_id (ref|NP_251217.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2850883,2854014,3131,2,7.122325135739381,7.122325135739381,77.2916001277547,77.2916001277547
5350,CDS,"product (resistance-nodulation-cell division (RND) efflux membrane fusion protein), transl_table (11), protein_id (ref|NP_251218.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2854011,2855291,1280,1,11.09375,11.09375,11.09375,11.09375
5352,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251219.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2855548,2856981,1433,2,23.30774598743894,23.16817864619679,23.30774598743894,23.30774598743894
5354,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251220.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2856981,2858306,1325,1,19.54716981132076,19.54716981132076,19.54716981132075,19.54716981132075
5356,CDS,"product (aminotransferase), EC_number (2.6.1.9), transl_table (11), protein_id (ref|NP_251221.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2858503,2859627,1124,2,47.68683274021353,29.53736654804271,47.68683274021353,47.68683274021353
5358,CDS,"product (2-Cys peroxiredoxin), transl_table (11), protein_id (ref|NP_251222.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2859777,2860274,497,1,32.19315895372233,32.19315895372233,32.19315895372233,32.19315895372233
5363,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251224.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2861914,2862825,911,1,18.22173435784852,18.22173435784852,18.22173435784852,18.22173435784852
5365,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|NP_251225.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2862944,2863939,995,1,25.92964824120603,25.92964824120603,25.92964824120603,25.92964824120603
5367,CDS,"product (phosphatidate cytidylyltransferase), transl_table (11), protein_id (ref|NP_251226.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2864170,2865105,935,1,12.83422459893048,12.83422459893048,12.83422459893048,12.83422459893048
5369,CDS,"product (acyltransferase), transl_table (11), protein_id (ref|NP_251227.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2865107,2865736,629,1,29.09379968203498,29.09379968203498,29.09379968203498,29.09379968203498
5379,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251232.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2870162,2873827,3665,2,6.002728512960437,5.034106412005457,6.002728512960436,6.002728512960436
5387,CDS,"product (ring-cleaving dioxygenase), transl_table (11), protein_id (ref|NP_251236.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2877477,2877908,431,2,57.77262180974478,54.06032482598609,57.77262180974478,57.77262180974478
5389,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251237.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2877999,2878916,917,1,20.2835332606325,20.2835332606325,20.2835332606325,20.2835332606325
5391,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251238.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2878976,2880370,1394,2,66.3558106169297,13.62984218077475,66.3558106169297,66.3558106169297
5399,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|NP_251242.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2884206,2885333,1127,1,13.13220940550133,13.13220940550133,13.13220940550133,13.13220940550133
5448,CDS,"product (alkane-1 monooxygenase), transl_table (11), protein_id (ref|NP_251264.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",2910729,2911877,1148,1,14.80836236933798,14.80836236933798,14.80836236933798,14.80836236933798
5474,CDS,"product (excinuclease ABC subunit C), transl_table (11), protein_id (ref|NP_251275.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2923961,2925787,1826,1,12.65060240963855,12.65060240963855,12.65060240963855,12.65060240963855
5483,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251279.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2929583,2930797,1214,1,49.83525535420099,49.83525535420099,49.83525535420099,49.83525535420099
5485,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251280.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2930808,2933462,2654,1,9.75885455915599,9.75885455915599,9.75885455915599,9.75885455915599
5510,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251292.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2945264,2945869,605,1,18.01652892561983,18.01652892561983,18.01652892561983,18.01652892561983
5512,CDS,"product (thiosulfate sulfurtransferase), transl_table (11), protein_id (ref|NP_251293.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2945866,2947449,1583,1,7.264687302590018,7.264687302590018,7.264687302590019,7.264687302590019
5528,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251300.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2951038,2952012,974,1,12.52566735112936,12.52566735112936,12.52566735112936,12.52566735112936
5540,CDS,"product (thioredoxin reductase), transl_table (11), protein_id (ref|NP_251306.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2959468,2960418,950,2,14.0,12.52631578947368,14.0,14.0
5552,CDS,"product (cold-shock protein CspD), transl_table (11), protein_id (ref|NP_251312.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2965201,2965473,272,1,42.27941176470588,42.27941176470588,42.27941176470588,42.27941176470588
5556,CDS,"product (isocitrate dehydrogenase), EC_number (1.1.1.42), transl_table (11), protein_id (ref|NP_251314.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2967161,2969386,2225,1,15.46067415730337,15.46067415730337,15.46067415730337,15.46067415730337
5558,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251315.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2969473,2969943,470,2,100.0,99.25531914893617,100.0,100.0
5564,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251318.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2971734,2972624,890,2,36.06741573033707,35.84269662921348,36.06741573033708,36.06741573033708
5570,CDS,"product (acetyltransferase), transl_table (11), protein_id (ref|NP_251321.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",2975291,2975716,425,1,31.52941176470588,31.52941176470588,31.52941176470588,31.52941176470588
5572,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251322.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2975723,2976343,620,1,32.09677419354839,32.09677419354839,32.09677419354838,32.09677419354838
5579,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251325.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",2979530,2981548,2018,2,38.85034687809713,11.74430128840436,38.85034687809713,38.85034687809713
5588,CDS,"product (NADH:-quinone oxidoreductase subunit C/D), EC_number (1.6.5.11), transl_table (11), protein_id (ref|NP_251329.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2983963,2985744,1781,1,13.92476137001684,13.92476137001684,13.92476137001684,13.92476137001684
5592,CDS,"product (NADH dehydrogenase I subunit F), EC_number (1.6.5.11), transl_table (11), protein_id (ref|NP_251331.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2986243,2987589,1346,1,11.2184249628529,11.2184249628529,11.2184249628529,11.2184249628529
5594,CDS,"product (NADH-quinone oxidoreductase subunit G), EC_number (1.6.5.11), transl_table (11), protein_id (ref|NP_251332.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2987721,2990438,2717,2,11.77769598822231,9.201324990798675,11.7776959882223,11.7776959882223
5608,CDS,"product (NADH-quinone oxidoreductase subunit N), EC_number (1.6.5.11), transl_table (11), protein_id (ref|NP_251339.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",2996265,2997725,1460,2,16.16438356164383,16.16438356164383,16.16438356164383,16.16438356164383
5618,CDS,"product (chemotaxis transducer), transl_table (11), protein_id (ref|NP_251344.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3003457,3005601,2144,1,6.716417910447761,6.716417910447761,6.716417910447761,6.716417910447761
5622,CDS,"product (two-component sensor), transl_table (11), protein_id (ref|NP_251346.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3006005,3007342,1337,1,13.23859386686612,13.23859386686612,13.23859386686612,13.23859386686612
5640,CDS,"product (anaerobic nitric oxide reductase transcriptional regulator), transl_table (11), protein_id (ref|NP_251355.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3013928,3015481,1553,2,42.43399871216999,41.91886670959433,42.43399871216999,42.43399871216999
5657,CDS,"product (type II secretion system protein), transl_table (11), protein_id (ref|NP_251364.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3020929,3021339,410,1,38.04878048780488,38.04878048780488,38.04878048780488,38.04878048780488
5665,CDS,"product (ABC transporter permease), transl_table (11), protein_id (ref|NP_251368.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3024705,3025508,803,1,17.80821917808219,17.80821917808219,17.80821917808219,17.80821917808219
5669,CDS,"product (quinone oxidoreductase), transl_table (11), protein_id (ref|NP_251370.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3027078,3028052,974,3,51.23203285420944,28.26830937713895,51.23203285420944,51.23203285420944
